fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
02/02/2021;Çvila;11222;77;1388;277;5019;40.616092,-4.929031
02/02/2021;Salamanca;27429;147;3117;717;37274;40.833333,-6.0
02/02/2021;Segovia;14301;115;1459;322;40004;41.166667,-4.0
02/02/2021;LeÇün;33394;266;4018;973;24089;42.666667,-6.0
02/02/2021;Palencia;15981;255;1600;355;34120;42.432128,-4.520647
01/02/2021;LeÇün;33128;147;3972;966;24089;42.666667,-6.0
01/02/2021;Palencia;15726;176;1573;354;34120;42.432128,-4.520647
01/02/2021;Zamora;11967;22;1583;379;49275;41.75,-6.0
01/02/2021;Çvila;11145;47;1373;276;5019;40.616092,-4.929031
01/02/2021;Burgos;28681;63;3173;612;9059;42.383333,-3.666667
01/02/2021;Valladolid;44361;134;5500;937;47186;41.583333,-4.666667
01/02/2021;Salamanca;27282;112;3080;712;37274;40.833333,-6.0
01/02/2021;Segovia;14186;80;1453;321;40004;41.166667,-4.0
01/02/2021;Soria;7686;103;858;203;42173;41.666667,-2.666667
31/01/2021;Çvila;11098;65;1370;273;5019;40.616092,-4.929031
31/01/2021;Palencia;15550;216;1565;349;34120;42.432128,-4.520647
31/01/2021;Salamanca;27170;202;3058;702;37274;40.833333,-6.0
31/01/2021;Soria;7583;93;851;200;42173;41.666667,-2.666667
31/01/2021;Zamora;11945;105;1577;375;49275;41.75,-6.0
31/01/2021;Segovia;14106;134;1450;319;40004;41.166667,-4.0
31/01/2021;Valladolid;44227;184;5480;929;47186;41.583333,-4.666667
31/01/2021;Burgos;28618;86;3168;610;9059;42.383333,-3.666667
31/01/2021;LeÇün;32981;296;3964;959;24089;42.666667,-6.0
30/01/2021;LeÇün;32685;521;3954;955;24089;42.666667,-6.0
30/01/2021;Valladolid;44043;435;5457;923;47186;41.583333,-4.666667
30/01/2021;Çvila;11033;70;1363;271;5019;40.616092,-4.929031
30/01/2021;Palencia;15334;337;1559;348;34120;42.432128,-4.520647
30/01/2021;Zamora;11840;155;1573;373;49275;41.75,-6.0
30/01/2021;Burgos;28532;156;3165;609;9059;42.383333,-3.666667
30/01/2021;Salamanca;26968;484;3039;695;37274;40.833333,-6.0
30/01/2021;Segovia;13972;146;1440;310;40004;41.166667,-4.0
30/01/2021;Soria;7490;77;846;197;42173;41.666667,-2.666667
29/01/2021;LeÇün;32164;463;3898;952;24089;42.666667,-6.0
29/01/2021;Çvila;10963;120;1338;267;5019;40.616092,-4.929031
29/01/2021;Salamanca;26484;349;3010;692;37274;40.833333,-6.0
29/01/2021;Segovia;13826;176;1415;308;40004;41.166667,-4.0
29/01/2021;Valladolid;43608;415;5381;916;47186;41.583333,-4.666667
29/01/2021;Burgos;28376;171;3143;608;9059;42.383333,-3.666667
29/01/2021;Palencia;14997;311;1526;340;34120;42.432128,-4.520647
29/01/2021;Soria;7413;77;834;197;42173;41.666667,-2.666667
29/01/2021;Zamora;11685;124;1565;372;49275;41.75,-6.0
28/01/2021;Çvila;10843;137;1322;266;5019;40.616092,-4.929031
28/01/2021;LeÇün;31701;616;3850;941;24089;42.666667,-6.0
28/01/2021;Soria;7336;90;828;195;42173;41.666667,-2.666667
28/01/2021;Valladolid;43193;530;5322;911;47186;41.583333,-4.666667
28/01/2021;Zamora;11561;192;1548;372;49275;41.75,-6.0
28/01/2021;Burgos;28205;162;3126;606;9059;42.383333,-3.666667
28/01/2021;Palencia;14686;346;1498;339;34120;42.432128,-4.520647
28/01/2021;Salamanca;26135;435;2982;684;37274;40.833333,-6.0
28/01/2021;Segovia;13650;202;1398;301;40004;41.166667,-4.0
27/01/2021;Burgos;28043;186;3110;604;9059;42.383333,-3.666667
27/01/2021;Palencia;14340;301;1474;334;34120;42.432128,-4.520647
27/01/2021;Soria;7246;81;824;194;42173;41.666667,-2.666667
27/01/2021;Çvila;10706;130;1312;266;5019;40.616092,-4.929031
27/01/2021;Segovia;13448;284;1382;300;40004;41.166667,-4.0
27/01/2021;Valladolid;42663;632;5262;905;47186;41.583333,-4.666667
27/01/2021;Zamora;11369;120;1525;368;49275;41.75,-6.0
27/01/2021;LeÇün;31085;581;3820;935;24089;42.666667,-6.0
27/01/2021;Salamanca;25700;396;2960;679;37274;40.833333,-6.0
26/01/2021;Soria;7165;83;818;194;42173;41.666667,-2.666667
26/01/2021;Zamora;11249;109;1514;365;49275;41.75,-6.0
26/01/2021;LeÇün;30504;429;3786;928;24089;42.666667,-6.0
26/01/2021;Palencia;14039;223;1452;332;34120;42.432128,-4.520647
26/01/2021;Salamanca;25304;419;2937;676;37274;40.833333,-6.0
26/01/2021;Segovia;13164;232;1360;298;40004;41.166667,-4.0
26/01/2021;Valladolid;42031;640;5193;895;47186;41.583333,-4.666667
26/01/2021;Çvila;10576;121;1301;265;5019;40.616092,-4.929031
26/01/2021;Burgos;27857;221;3095;602;9059;42.383333,-3.666667
25/01/2021;Palencia;13816;197;1432;326;34120;42.432128,-4.520647
25/01/2021;Salamanca;24885;227;2915;671;37274;40.833333,-6.0
25/01/2021;Soria;7082;71;810;192;42173;41.666667,-2.666667
25/01/2021;Çvila;10455;84;1287;263;5019;40.616092,-4.929031
25/01/2021;Burgos;27636;69;3079;600;9059;42.383333,-3.666667
25/01/2021;Segovia;12932;126;1349;295;40004;41.166667,-4.0
25/01/2021;Valladolid;41391;289;5153;892;47186;41.583333,-4.666667
25/01/2021;Zamora;11140;34;1505;365;49275;41.75,-6.0
25/01/2021;LeÇün;30075;235;3757;922;24089;42.666667,-6.0
24/01/2021;Çvila;10371;90;1280;262;5019;40.616092,-4.929031
24/01/2021;Salamanca;24658;375;2908;668;37274;40.833333,-6.0
24/01/2021;LeÇün;29840;452;3752;917;24089;42.666667,-6.0
24/01/2021;Soria;7011;73;808;190;42173;41.666667,-2.666667
24/01/2021;Valladolid;41102;354;5140;888;47186;41.583333,-4.666667
24/01/2021;Burgos;27567;110;3075;599;9059;42.383333,-3.666667
24/01/2021;Palencia;13619;227;1426;322;34120;42.432128,-4.520647
24/01/2021;Segovia;12806;198;1343;292;40004;41.166667,-4.0
24/01/2021;Zamora;11106;173;1503;364;49275;41.75,-6.0
23/01/2021;Çvila;10281;160;1270;261;5019;40.616092,-4.929031
23/01/2021;Segovia;12608;224;1337;290;40004;41.166667,-4.0
23/01/2021;Valladolid;40748;739;5120;882;47186;41.583333,-4.666667
23/01/2021;Zamora;10932;180;1494;361;49275;41.75,-6.0
23/01/2021;LeÇün;29387;718;3749;916;24089;42.666667,-6.0
23/01/2021;Palencia;13392;306;1419;321;34120;42.432128,-4.520647
23/01/2021;Burgos;27457;262;3067;597;9059;42.383333,-3.666667
23/01/2021;Salamanca;24283;507;2899;663;37274;40.833333,-6.0
23/01/2021;Soria;6938;87;805;189;42173;41.666667,-2.666667
22/01/2021;Çvila;10121;182;1258;261;5019;40.616092,-4.929031
22/01/2021;Palencia;13086;288;1395;319;34120;42.432128,-4.520647
22/01/2021;Segovia;12384;203;1315;287;40004;41.166667,-4.0
22/01/2021;Soria;6851;72;798;186;42173;41.666667,-2.666667
22/01/2021;LeÇün;28668;664;3724;911;24089;42.666667,-6.0
22/01/2021;Salamanca;23776;403;2878;658;37274;40.833333,-6.0
22/01/2021;Valladolid;40009;683;5067;877;47186;41.583333,-4.666667
22/01/2021;Zamora;10752;190;1482;360;49275;41.75,-6.0
22/01/2021;Burgos;27195;197;3055;597;9059;42.383333,-3.666667
21/01/2021;Çvila;9939;145;1247;260;5019;40.616092,-4.929031
21/01/2021;Burgos;26998;211;3048;596;9059;42.383333,-3.666667
21/01/2021;LeÇün;28004;592;3710;907;24089;42.666667,-6.0
21/01/2021;Palencia;12798;250;1381;317;34120;42.432128,-4.520647
21/01/2021;Segovia;12181;299;1301;283;40004;41.166667,-4.0
21/01/2021;Soria;6779;100;794;186;42173;41.666667,-2.666667
21/01/2021;Valladolid;39326;711;5044;874;47186;41.583333,-4.666667
21/01/2021;Salamanca;23373;441;2850;656;37274;40.833333,-6.0
21/01/2021;Zamora;10562;219;1475;357;49275;41.75,-6.0
20/01/2021;Çvila;9794;184;1240;260;5019;40.616092,-4.929031
20/01/2021;Burgos;26787;209;3039;594;9059;42.383333,-3.666667
20/01/2021;LeÇün;27412;558;3692;899;24089;42.666667,-6.0
20/01/2021;Soria;6679;69;791;186;42173;41.666667,-2.666667
20/01/2021;Valladolid;38615;725;5005;868;47186;41.583333,-4.666667
20/01/2021;Palencia;12548;262;1371;315;34120;42.432128,-4.520647
20/01/2021;Salamanca;22932;516;2834;654;37274;40.833333,-6.0
20/01/2021;Segovia;11882;267;1290;280;40004;41.166667,-4.0
20/01/2021;Zamora;10343;191;1471;355;49275;41.75,-6.0
19/01/2021;Çvila;9610;180;1234;259;5019;40.616092,-4.929031
19/01/2021;Burgos;26578;218;3021;592;9059;42.383333,-3.666667
19/01/2021;Zamora;10152;108;1464;355;49275;41.75,-6.0
19/01/2021;Segovia;11615;229;1277;279;40004;41.166667,-4.0
19/01/2021;Soria;6610;52;789;185;42173;41.666667,-2.666667
19/01/2021;Valladolid;37890;685;4980;861;47186;41.583333,-4.666667
19/01/2021;LeÇün;26854;348;3677;896;24089;42.666667,-6.0
19/01/2021;Palencia;12286;240;1364;315;34120;42.432128,-4.520647
19/01/2021;Salamanca;22416;239;2824;653;37274;40.833333,-6.0
18/01/2021;Çvila;9430;103;1230;258;5019;40.616092,-4.929031
18/01/2021;Palencia;12046;196;1345;311;34120;42.432128,-4.520647
18/01/2021;Salamanca;22177;263;2810;650;37274;40.833333,-6.0
18/01/2021;Soria;6558;66;783;185;42173;41.666667,-2.666667
18/01/2021;Valladolid;37205;366;4951;855;47186;41.583333,-4.666667
18/01/2021;Zamora;10044;37;1462;354;49275;41.75,-6.0
18/01/2021;Burgos;26360;87;3011;592;9059;42.383333,-3.666667
18/01/2021;LeÇün;26506;221;3666;891;24089;42.666667,-6.0
18/01/2021;Segovia;11386;261;1270;276;40004;41.166667,-4.0
17/01/2021;Çvila;9327;104;1229;257;5019;40.616092,-4.929031
17/01/2021;LeÇün;26285;423;3664;889;24089;42.666667,-6.0
17/01/2021;Palencia;11850;182;1342;308;34120;42.432128,-4.520647
17/01/2021;Salamanca;21914;246;2808;649;37274;40.833333,-6.0
17/01/2021;Soria;6492;64;782;185;42173;41.666667,-2.666667
17/01/2021;Zamora;10007;120;1459;351;49275;41.75,-6.0
17/01/2021;Burgos;26273;97;3010;592;9059;42.383333,-3.666667
17/01/2021;Valladolid;36839;347;4936;853;47186;41.583333,-4.666667
17/01/2021;Segovia;11125;219;1264;271;40004;41.166667,-4.0
16/01/2021;Burgos;26176;225;3004;589;9059;42.383333,-3.666667
16/01/2021;Salamanca;21668;431;2805;648;37274;40.833333,-6.0
16/01/2021;Soria;6428;95;780;184;42173;41.666667,-2.666667
16/01/2021;Valladolid;36492;746;4933;852;47186;41.583333,-4.666667
16/01/2021;Segovia;10906;356;1259;270;40004;41.166667,-4.0
16/01/2021;Zamora;9887;172;1458;350;49275;41.75,-6.0
16/01/2021;Çvila;9223;224;1226;255;5019;40.616092,-4.929031
16/01/2021;LeÇün;25862;418;3657;885;24089;42.666667,-6.0
16/01/2021;Palencia;11668;225;1340;306;34120;42.432128,-4.520647
15/01/2021;Burgos;25951;172;2995;586;9059;42.383333,-3.666667
15/01/2021;Zamora;9715;134;1450;348;49275;41.75,-6.0
15/01/2021;Çvila;8999;170;1222;255;5019;40.616092,-4.929031
15/01/2021;LeÇün;25444;468;3646;883;24089;42.666667,-6.0
15/01/2021;Palencia;11443;221;1329;303;34120;42.432128,-4.520647
15/01/2021;Salamanca;21237;452;2797;645;37274;40.833333,-6.0
15/01/2021;Segovia;10550;225;1248;269;40004;41.166667,-4.0
15/01/2021;Soria;6333;43;777;183;42173;41.666667,-2.666667
15/01/2021;Valladolid;35746;598;4894;848;47186;41.583333,-4.666667
14/01/2021;Çvila;8829;173;1219;254;5019;40.616092,-4.929031
14/01/2021;Burgos;25779;174;2988;586;9059;42.383333,-3.666667
14/01/2021;Valladolid;35148;622;4869;844;47186;41.583333,-4.666667
14/01/2021;LeÇün;24976;410;3634;881;24089;42.666667,-6.0
14/01/2021;Palencia;11222;178;1319;302;34120;42.432128,-4.520647
14/01/2021;Salamanca;20785;282;2793;644;37274;40.833333,-6.0
14/01/2021;Segovia;10325;229;1244;268;40004;41.166667,-4.0
14/01/2021;Soria;6290;87;774;183;42173;41.666667,-2.666667
14/01/2021;Zamora;9581;166;1449;348;49275;41.75,-6.0
13/01/2021;Çvila;8656;172;1214;251;5019;40.616092,-4.929031
13/01/2021;LeÇün;24566;400;3623;879;24089;42.666667,-6.0
13/01/2021;Salamanca;20503;354;2787;643;37274;40.833333,-6.0
13/01/2021;Soria;6203;55;771;183;42173;41.666667,-2.666667
13/01/2021;Valladolid;34526;531;4858;844;47186;41.583333,-4.666667
13/01/2021;Zamora;9415;141;1444;348;49275;41.75,-6.0
13/01/2021;Burgos;25605;153;2982;586;9059;42.383333,-3.666667
13/01/2021;Palencia;11044;180;1311;298;34120;42.432128,-4.520647
13/01/2021;Segovia;10096;200;1236;268;40004;41.166667,-4.0
12/01/2021;Çvila;8484;198;1214;251;5019;40.616092,-4.929031
12/01/2021;LeÇün;24166;193;3618;877;24089;42.666667,-6.0
12/01/2021;Palencia;10864;136;1298;295;34120;42.432128,-4.520647
12/01/2021;Salamanca;20149;192;2782;641;37274;40.833333,-6.0
12/01/2021;Segovia;9896;232;1234;268;40004;41.166667,-4.0
12/01/2021;Soria;6148;42;770;183;42173;41.666667,-2.666667
12/01/2021;Burgos;25452;181;2981;586;9059;42.383333,-3.666667
12/01/2021;Valladolid;33995;493;4844;840;47186;41.583333,-4.666667
12/01/2021;Zamora;9274;85;1440;348;49275;41.75,-6.0
11/01/2021;Burgos;25271;53;2969;583;9059;42.383333,-3.666667
11/01/2021;Salamanca;19957;95;2775;641;37274;40.833333,-6.0
11/01/2021;Soria;6106;23;768;183;42173;41.666667,-2.666667
11/01/2021;Zamora;9189;25;1436;347;49275;41.75,-6.0
11/01/2021;Çvila;8286;76;1211;251;5019;40.616092,-4.929031
11/01/2021;Palencia;10728;67;1290;294;34120;42.432128,-4.520647
11/01/2021;LeÇün;23973;92;3611;876;24089;42.666667,-6.0
11/01/2021;Segovia;9664;138;1230;266;40004;41.166667,-4.0
11/01/2021;Valladolid;33502;214;4830;840;47186;41.583333,-4.666667
10/01/2021;Salamanca;19862;167;2775;641;37274;40.833333,-6.0
10/01/2021;Burgos;25218;47;2967;583;9059;42.383333,-3.666667
10/01/2021;Palencia;10661;79;1288;292;34120;42.432128,-4.520647
10/01/2021;Segovia;9526;134;1228;265;40004;41.166667,-4.0
10/01/2021;Zamora;9164;12;1435;346;49275;41.75,-6.0
10/01/2021;Çvila;8210;74;1211;251;5019;40.616092,-4.929031
10/01/2021;LeÇün;23881;259;3609;874;24089;42.666667,-6.0
10/01/2021;Soria;6083;17;768;183;42173;41.666667,-2.666667
10/01/2021;Valladolid;33288;156;4823;839;47186;41.583333,-4.666667
09/01/2021;Çvila;8136;166;1211;251;5019;40.616092,-4.929031
09/01/2021;Burgos;25171;138;2965;583;9059;42.383333,-3.666667
09/01/2021;LeÇün;23622;257;3607;872;24089;42.666667,-6.0
09/01/2021;Palencia;10582;92;1282;289;34120;42.432128,-4.520647
09/01/2021;Salamanca;19695;175;2771;639;37274;40.833333,-6.0
09/01/2021;Segovia;9392;143;1227;264;40004;41.166667,-4.0
09/01/2021;Soria;6066;28;767;182;42173;41.666667,-2.666667
09/01/2021;Valladolid;33132;356;4819;836;47186;41.583333,-4.666667
09/01/2021;Zamora;9152;115;1434;346;49275;41.75,-6.0
08/01/2021;LeÇün;23365;139;3593;869;24089;42.666667,-6.0
08/01/2021;Salamanca;19520;157;2766;638;37274;40.833333,-6.0
08/01/2021;Çvila;7970;136;1208;251;5019;40.616092,-4.929031
08/01/2021;Valladolid;32776;278;4802;831;47186;41.583333,-4.666667
08/01/2021;Burgos;25033;130;2953;583;9059;42.383333,-3.666667
08/01/2021;Palencia;10490;99;1273;286;34120;42.432128,-4.520647
08/01/2021;Segovia;9249;135;1221;264;40004;41.166667,-4.0
08/01/2021;Soria;6038;35;765;182;42173;41.666667,-2.666667
08/01/2021;Zamora;9037;24;1426;345;49275;41.75,-6.0
07/01/2021;Salamanca;19363;109;2764;638;37274;40.833333,-6.0
07/01/2021;Segovia;9114;79;1215;262;40004;41.166667,-4.0
07/01/2021;LeÇün;23226;106;3585;867;24089;42.666667,-6.0
07/01/2021;Valladolid;32498;143;4786;827;47186;41.583333,-4.666667
07/01/2021;Çvila;7834;50;1205;251;5019;40.616092,-4.929031
07/01/2021;Burgos;24903;47;2944;580;9059;42.383333,-3.666667
07/01/2021;Palencia;10391;66;1260;283;34120;42.432128,-4.520647
07/01/2021;Soria;6003;21;762;181;42173;41.666667,-2.666667
07/01/2021;Zamora;9013;35;1420;345;49275;41.75,-6.0
06/01/2021;LeÇün;23120;190;3583;865;24089;42.666667,-6.0
06/01/2021;Salamanca;19254;143;2761;637;37274;40.833333,-6.0
06/01/2021;Soria;5982;26;762;181;42173;41.666667,-2.666667
06/01/2021;Zamora;8978;69;1419;344;49275;41.75,-6.0
06/01/2021;Çvila;7784;90;1204;250;5019;40.616092,-4.929031
06/01/2021;Segovia;9035;129;1215;262;40004;41.166667,-4.0
06/01/2021;Valladolid;32355;261;4781;825;47186;41.583333,-4.666667
06/01/2021;Burgos;24856;123;2939;578;9059;42.383333,-3.666667
06/01/2021;Palencia;10325;135;1257;282;34120;42.432128,-4.520647
05/01/2021;Salamanca;19111;78;2757;636;37274;40.833333,-6.0
05/01/2021;Burgos;24733;89;2923;576;9059;42.383333,-3.666667
05/01/2021;LeÇün;22930;140;3571;863;24089;42.666667,-6.0
05/01/2021;Segovia;8906;71;1214;262;40004;41.166667,-4.0
05/01/2021;Soria;5956;23;760;181;42173;41.666667,-2.666667
05/01/2021;Zamora;8909;41;1412;341;49275;41.75,-6.0
05/01/2021;Çvila;7694;116;1203;250;5019;40.616092,-4.929031
05/01/2021;Palencia;10190;93;1245;279;34120;42.432128,-4.520647
05/01/2021;Valladolid;32094;184;4760;824;47186;41.583333,-4.666667
04/01/2021;LeÇün;22790;36;3570;863;24089;42.666667,-6.0
04/01/2021;Çvila;7578;50;1198;250;5019;40.616092,-4.929031
04/01/2021;Burgos;24644;23;2903;576;9059;42.383333,-3.666667
04/01/2021;Palencia;10097;69;1233;275;34120;42.432128,-4.520647
04/01/2021;Salamanca;19033;37;2749;635;37274;40.833333,-6.0
04/01/2021;Segovia;8835;61;1213;262;40004;41.166667,-4.0
04/01/2021;Soria;5933;8;760;181;42173;41.666667,-2.666667
04/01/2021;Valladolid;31910;85;4752;822;47186;41.583333,-4.666667
04/01/2021;Zamora;8868;13;1409;338;49275;41.75,-6.0
03/01/2021;Segovia;8774;51;1211;262;40004;41.166667,-4.0
03/01/2021;Soria;5925;12;760;181;42173;41.666667,-2.666667
03/01/2021;Zamora;8855;8;1408;337;49275;41.75,-6.0
03/01/2021;Burgos;24621;40;2902;575;9059;42.383333,-3.666667
03/01/2021;LeÇün;22754;80;3569;863;24089;42.666667,-6.0
03/01/2021;Palencia;10028;45;1231;273;34120;42.432128,-4.520647
03/01/2021;Valladolid;31825;96;4750;820;47186;41.583333,-4.666667
03/01/2021;Çvila;7528;80;1198;250;5019;40.616092,-4.929031
03/01/2021;Salamanca;18996;47;2749;635;37274;40.833333,-6.0
02/01/2021;LeÇün;22674;37;3564;862;24089;42.666667,-6.0
02/01/2021;Çvila;7448;8;1198;250;5019;40.616092,-4.929031
02/01/2021;Burgos;24581;23;2897;572;9059;42.383333,-3.666667
02/01/2021;Palencia;9983;40;1230;272;34120;42.432128,-4.520647
02/01/2021;Zamora;8847;11;1408;337;49275;41.75,-6.0
02/01/2021;Salamanca;18949;15;2747;634;37274;40.833333,-6.0
02/01/2021;Segovia;8723;71;1211;262;40004;41.166667,-4.0
02/01/2021;Soria;5913;14;760;181;42173;41.666667,-2.666667
02/01/2021;Valladolid;31729;70;4747;819;47186;41.583333,-4.666667
01/01/2021;Çvila;7440;40;1198;250;5019;40.616092,-4.929031
01/01/2021;Burgos;24558;46;2891;571;9059;42.383333,-3.666667
01/01/2021;LeÇün;22637;53;3559;859;24089;42.666667,-6.0
01/01/2021;Valladolid;31659;88;4745;818;47186;41.583333,-4.666667
01/01/2021;Soria;5899;16;760;181;42173;41.666667,-2.666667
01/01/2021;Palencia;9943;39;1226;269;34120;42.432128,-4.520647
01/01/2021;Salamanca;18934;44;2747;634;37274;40.833333,-6.0
01/01/2021;Segovia;8652;78;1211;262;40004;41.166667,-4.0
01/01/2021;Zamora;8836;21;1405;335;49275;41.75,-6.0
31/12/2020;Burgos;24512;51;2882;569;9059;42.383333,-3.666667
31/12/2020;Palencia;9904;44;1219;269;34120;42.432128,-4.520647
31/12/2020;Segovia;8574;68;1211;262;40004;41.166667,-4.0
31/12/2020;Soria;5883;11;759;181;42173;41.666667,-2.666667
31/12/2020;Çvila;7400;63;1197;249;5019;40.616092,-4.929031
31/12/2020;LeÇün;22584;108;3556;858;24089;42.666667,-6.0
31/12/2020;Salamanca;18890;58;2747;634;37274;40.833333,-6.0
31/12/2020;Valladolid;31571;130;4741;818;47186;41.583333,-4.666667
31/12/2020;Zamora;8815;18;1404;335;49275;41.75,-6.0
30/12/2020;Çvila;7337;27;1193;249;5019;40.616092,-4.929031
30/12/2020;Zamora;8797;28;1397;335;49275;41.75,-6.0
30/12/2020;LeÇün;22476;59;3546;858;24089;42.666667,-6.0
30/12/2020;Valladolid;31440;108;4723;816;47186;41.583333,-4.666667
30/12/2020;Burgos;24461;71;2865;566;9059;42.383333,-3.666667
30/12/2020;Palencia;9860;66;1204;265;34120;42.432128,-4.520647
30/12/2020;Salamanca;18832;76;2739;633;37274;40.833333,-6.0
30/12/2020;Segovia;8506;56;1210;262;40004;41.166667,-4.0
30/12/2020;Soria;5872;24;758;181;42173;41.666667,-2.666667
29/12/2020;Çvila;7310;30;1192;248;5019;40.616092,-4.929031
29/12/2020;Segovia;8450;41;1210;262;40004;41.166667,-4.0
29/12/2020;Zamora;8769;16;1393;333;49275;41.75,-6.0
29/12/2020;Burgos;24390;52;2847;564;9059;42.383333,-3.666667
29/12/2020;LeÇün;22417;52;3538;858;24089;42.666667,-6.0
29/12/2020;Palencia;9794;44;1196;264;34120;42.432128,-4.520647
29/12/2020;Salamanca;18756;39;2738;633;37274;40.833333,-6.0
29/12/2020;Soria;5848;10;757;181;42173;41.666667,-2.666667
29/12/2020;Valladolid;31332;74;4714;815;47186;41.583333,-4.666667
28/12/2020;Burgos;24338;27;2840;563;9059;42.383333,-3.666667
28/12/2020;LeÇün;22365;15;3528;857;24089;42.666667,-6.0
28/12/2020;Segovia;8409;33;1209;262;40004;41.166667,-4.0
28/12/2020;Soria;5838;3;752;180;42173;41.666667,-2.666667
28/12/2020;Çvila;7280;7;1190;248;5019;40.616092,-4.929031
28/12/2020;Valladolid;31258;24;4711;814;47186;41.583333,-4.666667
28/12/2020;Zamora;8753;5;1387;331;49275;41.75,-6.0
28/12/2020;Palencia;9750;22;1181;261;34120;42.432128,-4.520647
28/12/2020;Salamanca;18717;16;2733;633;37274;40.833333,-6.0
27/12/2020;Palencia;9728;22;1179;259;34120;42.432128,-4.520647
27/12/2020;Soria;5835;3;750;179;42173;41.666667,-2.666667
27/12/2020;Çvila;7273;17;1189;247;5019;40.616092,-4.929031
27/12/2020;Burgos;24311;28;2836;561;9059;42.383333,-3.666667
27/12/2020;Segovia;8376;26;1209;262;40004;41.166667,-4.0
27/12/2020;Valladolid;31234;27;4709;812;47186;41.583333,-4.666667
27/12/2020;LeÇün;22350;23;3524;853;24089;42.666667,-6.0
27/12/2020;Salamanca;18701;20;2732;632;37274;40.833333,-6.0
27/12/2020;Zamora;8748;10;1386;330;49275;41.75,-6.0
26/12/2020;Burgos;24283;15;2825;561;9059;42.383333,-3.666667
26/12/2020;Salamanca;18681;11;2731;631;37274;40.833333,-6.0
26/12/2020;Soria;5832;1;748;178;42173;41.666667,-2.666667
26/12/2020;Çvila;7256;4;1188;246;5019;40.616092,-4.929031
26/12/2020;LeÇün;22327;3;3520;851;24089;42.666667,-6.0
26/12/2020;Palencia;9706;16;1175;258;34120;42.432128,-4.520647
26/12/2020;Segovia;8350;12;1209;262;40004;41.166667,-4.0
26/12/2020;Valladolid;31207;23;4708;811;47186;41.583333,-4.666667
26/12/2020;Zamora;8738;5;1385;329;49275;41.75,-6.0
25/12/2020;Soria;5831;11;747;177;42173;41.666667,-2.666667
25/12/2020;LeÇün;22324;31;3518;850;24089;42.666667,-6.0
25/12/2020;Palencia;9690;30;1172;255;34120;42.432128,-4.520647
25/12/2020;Salamanca;18670;24;2729;629;37274;40.833333,-6.0
25/12/2020;Segovia;8338;24;1209;262;40004;41.166667,-4.0
25/12/2020;Çvila;7252;8;1186;245;5019;40.616092,-4.929031
25/12/2020;Burgos;24268;30;2823;560;9059;42.383333,-3.666667
25/12/2020;Valladolid;31184;33;4704;810;47186;41.583333,-4.666667
25/12/2020;Zamora;8733;1;1382;326;49275;41.75,-6.0
24/12/2020;Burgos;24238;49;2818;560;9059;42.383333,-3.666667
24/12/2020;Segovia;8314;28;1209;262;40004;41.166667,-4.0
24/12/2020;Zamora;8732;23;1381;325;49275;41.75,-6.0
24/12/2020;Salamanca;18646;26;2722;624;37274;40.833333,-6.0
24/12/2020;Soria;5820;10;746;176;42173;41.666667,-2.666667
24/12/2020;Valladolid;31151;73;4697;808;47186;41.583333,-4.666667
24/12/2020;Çvila;7244;13;1186;245;5019;40.616092,-4.929031
24/12/2020;LeÇün;22293;58;3508;846;24089;42.666667,-6.0
24/12/2020;Palencia;9660;43;1166;254;34120;42.432128,-4.520647
23/12/2020;Çvila;7231;6;1182;245;5019;40.616092,-4.929031
23/12/2020;Salamanca;18619;26;2718;624;37274;40.833333,-6.0
23/12/2020;Segovia;8286;19;1208;262;40004;41.166667,-4.0
23/12/2020;Valladolid;31078;61;4680;808;47186;41.583333,-4.666667
23/12/2020;LeÇün;22233;85;3499;844;24089;42.666667,-6.0
23/12/2020;Palencia;9617;31;1161;252;34120;42.432128,-4.520647
23/12/2020;Burgos;24188;70;2798;558;9059;42.383333,-3.666667
23/12/2020;Soria;5810;6;743;175;42173;41.666667,-2.666667
23/12/2020;Zamora;8709;9;1369;324;49275;41.75,-6.0
22/12/2020;Segovia;8267;16;1207;262;40004;41.166667,-4.0
22/12/2020;Valladolid;31016;68;4654;805;47186;41.583333,-4.666667
22/12/2020;Burgos;24118;34;2777;555;9059;42.383333,-3.666667
22/12/2020;Zamora;8699;14;1359;321;49275;41.75,-6.0
22/12/2020;Çvila;7225;8;1180;245;5019;40.616092,-4.929031
22/12/2020;LeÇün;22148;35;3482;842;24089;42.666667,-6.0
22/12/2020;Palencia;9586;41;1148;251;34120;42.432128,-4.520647
22/12/2020;Salamanca;18593;20;2715;624;37274;40.833333,-6.0
22/12/2020;Soria;5804;2;742;175;42173;41.666667,-2.666667
21/12/2020;Çvila;7217;6;1178;245;5019;40.616092,-4.929031
21/12/2020;LeÇün;22113;13;3463;839;24089;42.666667,-6.0
21/12/2020;Salamanca;18573;2;2712;624;37274;40.833333,-6.0
21/12/2020;Segovia;8251;19;1206;262;40004;41.166667,-4.0
21/12/2020;Valladolid;30947;14;4639;803;47186;41.583333,-4.666667
21/12/2020;Burgos;24084;18;2763;554;9059;42.383333,-3.666667
21/12/2020;Palencia;9545;10;1141;250;34120;42.432128,-4.520647
21/12/2020;Soria;5802;2;736;175;42173;41.666667,-2.666667
21/12/2020;Zamora;8685;0;1355;321;49275;41.75,-6.0
